file_name,orig_nonzero_frac,recon_nonzero_frac,frac_retained_pct,pixel_mae
coco_156320_crowd.jpg,0.04520111083984375,0.04609527587890625,101.97819262059885,0.3248580992221832
coco_299468_426600.jpg,0.01852130889892578,0.018797874450683594,101.49322897894032,0.09931468963623047
coco_379542_449327.jpg,0.011630058288574219,0.011775970458984375,101.25461254612546,0.07764530181884766
coco_64240_crowd.jpg,0.05904508891858553,0.06028185392680921,102.09461113680258,0.5342680215835571
danbooru_anime_11903560.jpg,0.008821614583333333,0.009885660807291667,112.06180811808117,0.11437784880399704
danbooru_anime_11910154.jpg,0.010904280865778689,0.01197389696465164,109.80913929161315,0.13248831033706665
danbooru_anime_11917323.jpg,0.013311212713068182,0.014180131392045454,106.5277198832847,0.15473854541778564
painting_humanart_10000000000555.jpg,0.06287638346354167,0.06405436197916667,101.8734832551367,0.5560505986213684
painting_humanart_10000000000838.jpg,0.05137062072753906,0.052257537841796875,101.72650651616975,0.39849853515625
painting_humanart_1000000000218.jpg,0.014497756958007812,0.01649761199951172,113.79423760031575,0.24275588989257812
painting_humanart_1000000001225.jpg,0.010891896373820755,0.011343326208726415,104.14463945865934,0.11425205320119858
painting_humanart_6000000000319.jpg,0.048746043238146554,0.05138739224137931,105.41859159794481,0.650236964225769
painting_humanart_6000000002434.jpg,0.08011216383713943,0.08091031588040866,100.99629320322917,0.4680328369140625
painting_humanart_9000000000608.jpg,0.05780933521412037,0.05803991247106482,100.39885817072694,0.26248735189437866
painting_humanart_9000000002722.jpg,0.008566151494565218,0.009707243546195652,113.32094175960346,0.12605617940425873
real_human_humanart_15000000000201.jpg,0.04608012354651163,0.04675151026526163,101.45699852143913,0.34068262577056885
real_human_humanart_15000000002196.jpg,0.014194064670138888,0.015715422453703703,110.71826724000637,0.18629512190818787
real_human_humanart_17000000000288.jpg,0.020733500635901164,0.02168025526889535,104.56630382693228,0.2418525218963623
real_human_humanart_17000000001552.jpg,0.00323486328125,0.003782760265261628,116.93725318121983,0.041718240827322006
real_human_humanart_17000000001695.jpg,0.00722911746002907,0.008207099382267442,113.5283722756725,0.08457059413194656
sculpture_humanart_14000000000243.jpg,0.017942301432291665,0.0192169189453125,107.10398004308881,0.20488180220127106
sculpture_humanart_14000000001143.jpg,0.019893565076462765,0.020048100897606384,100.77681310790523,0.13946013152599335
sculpture_humanart_14000000004479.jpg,0.015035695043103448,0.015789163523706896,105.01119820828667,0.1795896291732788
