filename,width,height,aspect_ratio
coco_100098_193288.jpg,640,427,1.4988290398126465
coco_10012_1730659.jpg,640,480,1.3333333333333333
coco_10014_crowd.jpg,640,426,1.5023474178403755
coco_10023_439238.jpg,640,427,1.4988290398126465
coco_10040_crowd.jpg,640,480,1.3333333333333333
coco_100438_crowd.jpg,480,640,0.75
coco_100553_455521.jpg,480,640,0.75
coco_100977_crowd.jpg,640,480,1.3333333333333333
coco_101088_crowd.jpg,640,480,1.3333333333333333
coco_101172_183092.jpg,460,640,0.71875
coco_10138_228945.jpg,640,480,1.3333333333333333
coco_10142_469874.jpg,640,480,1.3333333333333333
coco_101491_crowd.jpg,480,640,0.75
coco_10149_191566.jpg,640,484,1.322314049586777
coco_101656_186340.jpg,640,427,1.4988290398126465
coco_10192_446799.jpg,640,497,1.2877263581488934
coco_102329_433925.jpg,426,640,0.665625
coco_102353_451098.jpg,640,427,1.4988290398126465
coco_102497_215537.jpg,640,457,1.400437636761488
coco_10249_468383.jpg,426,640,0.665625
coco_102532_crowd.jpg,640,427,1.4988290398126465
coco_102555_crowd.jpg,640,563,1.1367673179396092
coco_102746_crowd.jpg,640,383,1.671018276762402
coco_102837_471724.jpg,640,480,1.3333333333333333
coco_102872_crowd.jpg,640,424,1.509433962264151
coco_102908_430597.jpg,424,640,0.6625
coco_102928_447164.jpg,421,640,0.6578125
coco_103114_crowd.jpg,640,480,1.3333333333333333
coco_103134_crowd.jpg,640,429,1.491841491841492
coco_103163_crowd.jpg,612,612,1.0
coco_103227_486387.jpg,640,566,1.1307420494699647
coco_103413_497545.jpg,640,426,1.5023474178403755
coco_103431_crowd.jpg,640,548,1.167883211678832
coco_103462_1723204.jpg,640,517,1.2379110251450678
coco_103491_1238096.jpg,417,640,0.6515625
coco_103579_crowd.jpg,640,427,1.4988290398126465
coco_103697_435277.jpg,640,427,1.4988290398126465
coco_103747_426229.jpg,640,427,1.4988290398126465
coco_103837_208307.jpg,640,428,1.4953271028037383
coco_103855_crowd.jpg,640,480,1.3333333333333333
coco_103873_crowd.jpg,640,522,1.2260536398467432
coco_10393_207348.jpg,640,480,1.3333333333333333
coco_104221_crowd.jpg,500,334,1.4970059880239521
coco_104340_crowd.jpg,425,640,0.6640625
coco_104393_crowd.jpg,640,427,1.4988290398126465
coco_104406_446594.jpg,612,612,1.0
coco_104422_501299.jpg,437,640,0.6828125
coco_104453_480966.jpg,480,640,0.75
coco_104563_510122.jpg,640,429,1.491841491841492
coco_10463_503497.jpg,640,446,1.4349775784753362
coco_104715_474045.jpg,426,640,0.665625
coco_104751_465120.jpg,480,640,0.75
coco_105053_448498.jpg,640,425,1.5058823529411764
coco_105303_450705.jpg,640,420,1.5238095238095237
coco_105448_423022.jpg,430,640,0.671875
coco_105518_215078.jpg,640,427,1.4988290398126465
coco_105647_crowd.jpg,640,429,1.491841491841492
coco_105872_crowd.jpg,640,508,1.2598425196850394
coco_105974_452683.jpg,640,426,1.5023474178403755
coco_105996_192826.jpg,640,428,1.4953271028037383
coco_106046_443527.jpg,426,640,0.665625
coco_106073_427113.jpg,424,640,0.6625
coco_106096_437341.jpg,480,640,0.75
coco_106172_202939.jpg,640,425,1.5058823529411764
coco_106228_crowd.jpg,640,403,1.588089330024814
coco_106314_crowd.jpg,427,640,0.6671875
coco_106375_195245.jpg,640,425,1.5058823529411764
coco_10644_crowd.jpg,640,427,1.4988290398126465
coco_106484_216046.jpg,425,640,0.6640625
coco_106508_185226.jpg,640,427,1.4988290398126465
coco_106739_crowd.jpg,339,500,0.678
coco_106810_198201.jpg,640,480,1.3333333333333333
coco_106900_crowd.jpg,640,428,1.4953271028037383
coco_10698_488022.jpg,640,425,1.5058823529411764
coco_107004_crowd.jpg,578,640,0.903125
coco_107227_206584.jpg,480,640,0.75
coco_107360_482940.jpg,598,640,0.934375
coco_107661_crowd.jpg,640,428,1.4953271028037383
coco_107741_crowd.jpg,480,640,0.75
coco_10779_199503.jpg,532,640,0.83125
coco_107853_433157.jpg,640,439,1.457858769931663
coco_107964_441251.jpg,640,425,1.5058823529411764
coco_107990_231565.jpg,640,427,1.4988290398126465
coco_108056_491704.jpg,426,640,0.665625
coco_108094_crowd.jpg,471,640,0.7359375
coco_108130_crowd.jpg,500,375,1.3333333333333333
coco_108272_crowd.jpg,640,499,1.282565130260521
coco_108425_458108.jpg,640,480,1.3333333333333333
coco_108803_crowd.jpg,640,480,1.3333333333333333
coco_108838_crowd.jpg,640,480,1.3333333333333333
coco_108953_202629.jpg,640,426,1.5023474178403755
coco_109229_442795.jpg,514,640,0.803125
coco_109231_crowd.jpg,640,425,1.5058823529411764
coco_109308_455663.jpg,425,640,0.6640625
coco_109403_crowd.jpg,469,640,0.7328125
coco_109503_451150.jpg,500,443,1.1286681715575622
coco_109539_1693850.jpg,502,640,0.784375
coco_109889_462962.jpg,480,640,0.75
coco_110052_1713165.jpg,427,640,0.6671875
coco_110460_2155346.jpg,640,499,1.282565130260521
coco_110482_186245.jpg,427,640,0.6671875
coco_110551_crowd.jpg,640,429,1.491841491841492
coco_110618_429345.jpg,640,427,1.4988290398126465
coco_110769_430102.jpg,640,480,1.3333333333333333
coco_111104_crowd.jpg,640,480,1.3333333333333333
coco_111109_428598.jpg,412,640,0.64375
coco_111409_196374.jpg,640,427,1.4988290398126465
coco_111629_506011.jpg,428,640,0.66875
coco_111644_470789.jpg,640,427,1.4988290398126465
coco_111825_crowd.jpg,480,640,0.75
coco_111907_474705.jpg,640,425,1.5058823529411764
coco_111909_220992.jpg,640,427,1.4988290398126465
coco_111910_438900.jpg,640,451,1.419068736141907
coco_111944_471889.jpg,640,480,1.3333333333333333
coco_112160_457119.jpg,640,453,1.4128035320088301
coco_112568_crowd.jpg,640,480,1.3333333333333333
coco_112582_437271.jpg,480,640,0.75
coco_112816_425229.jpg,640,428,1.4953271028037383
coco_112949_427025.jpg,429,640,0.6703125
coco_113019_433623.jpg,480,640,0.75
coco_113095_449370.jpg,428,640,0.66875
